"p_eurefvote","p_gross_household","p_sexuality","age","al_scaleW14","lr_scaleW14","antiIntellectual","immigSelf","euPriorityBalance","ukCitizen","euCitizen","likeFarage","likeJohnson","likeCorbyn","likeMay","immig_att","eth_wBrit","eth_other","relig_coe","relig_other"
1,11,"Heterosexual",48,6,4.5,2,5,7,1,0,1,3,0,7,4,0,1,0,1
0,2,"Heterosexual",74,9,7,4,2,3,1,0,5,7,0,6,8,1,0,0,1
0,6,"Heterosexual",78,1,0,2,8,0,1,0,0,0,8,3,0,1,0,1,0
0,13,"Heterosexual",39,4,4.5,1,6,0,1,0,4,2,4,5,3,0,1,1,0
1,5,"Heterosexual",44,8,3,3,3,5,1,0,3,4,4,7,5,1,0,0,1
1,5,"Heterosexual",47,8,3.5,4,0,10,1,0,5,7,3,10,12,1,0,1,0
0,11,"Heterosexual",43,5,0.5,2,5,3,1,0,1,3,3,5,5,1,0,1,0
1,7,"Heterosexual",71,7,2.5,4,0,10,1,0,7,8,0,0,12,1,0,1,0
0,6,"Heterosexual",44,6,4.5,3,7,6,1,0,0,0,5,3,4,1,0,0,1
0,7,"Heterosexual",63,8,2.5,2,6,3,1,0,0,5,0,2,3,1,0,0,1
0,7,"Heterosexual",58,3,1.5,2,6,0,1,0,0,0,4,2,2,1,0,1,0
0,13,"Heterosexual",49,4,0,1,10,0,1,0,0,0,10,0,0,1,0,1,0
1,8,"Heterosexual",33,9.5,3.5,4,0,8,1,0,8,5,0,9,12,1,0,0,1
1,4,"Heterosexual",38,6.5,2.5,1,2,10,1,0,1,3,0,4,7,1,0,1,0
0,8,"Heterosexual",35,1.5,2,1,5,2,1,1,1,2,3,2,2,1,0,1,0
1,9,"Heterosexual",51,7,3,4,5,5,1,0,2,4,2,5,6,1,0,0,1
1,6,"Heterosexual",47,7.5,1,3,3,7,1,0,7,6,5,6,4,1,0,1,0
0,10,"Heterosexual",53,5,2.5,4,4,2,1,0,0,1,1,7,6,1,0,0,1
1,3,"Heterosexual",65,8,1.5,5,0,10,1,0,10,5,0,1,12,1,0,0,1
0,5,"Heterosexual",24,5,6.5,3,5,2,1,0,0,3,0,7,4,1,0,1,0
1,2,"Heterosexual",78,7.5,4.5,3,0,10,1,0,9,8,0,6,10,1,0,0,1
1,11,"Heterosexual",62,9.5,2,4,3,10,1,0,10,10,0,2,4,1,0,0,1
1,8,"Heterosexual",54,4.5,5,5,1,7,1,0,8,7,2,4,10,1,0,0,1
0,4,"Heterosexual",56,9.5,1,4,1,8,1,0,0,5,9,0,9,1,0,1,0
0,13,"Heterosexual",46,8,2.5,3,1,2,1,0,0,3,5,0,9,1,0,0,1
0,6,"Heterosexual",48,5.5,2,1,5,1,1,0,0,0,8,0,3,1,0,1,0
1,13,"Heterosexual",48,6.5,3.5,1,0,10,1,0,10,10,0,6,9,1,0,1,0
0,3,"Heterosexual",73,2.5,2,3,5,0,1,0,0,1,5,7,5,1,0,0,1
1,13,"Heterosexual",43,5,3,2,5,2,1,0,1,1,1,7,2,0,1,0,1
0,4,"Heterosexual",71,9.5,4.5,4,0,0,1,0,5,1,1,6,6,1,0,1,0
1,3,"Heterosexual",59,6.5,2.5,2,4,2,1,0,5,0,1,4,6,1,0,1,0
0,5,"Heterosexual",58,6,2.5,5,5,5,1,0,2,2,3,2,4,1,0,1,0
0,11,"Heterosexual",41,6.5,0.5,2,2,6,1,0,0,0,4,0,6,1,0,0,1
1,8,"Heterosexual",37,6.5,2.5,3,0,7,1,0,0,2,0,0,10,1,0,0,1
1,2,"Heterosexual",75,8.5,4.5,4,0,9,1,0,9,7,NA,9,9,1,0,0,1
1,4,"Heterosexual",76,7.5,5.5,4,7,7,1,0,2,1,2,7,4,1,0,0,1
0,13,"Heterosexual",43,9.5,0.5,1,0,9,1,0,5,10,1,5,4,0,1,0,1
0,5,"Heterosexual",32,4,5,4,5,5,1,0,0,1,4,2,4,1,0,0,1
0,10,"Heterosexual",48,4.5,1,4,3,6,1,0,0,0,10,7,7,1,0,0,1
1,14,"Heterosexual",52,7,8,2,0,8,1,0,6,7,0,6,11,1,0,1,0
1,4,"Homosexual",40,5,1,4,6,10,1,0,6,5,1,2,3,0,1,1,0
0,8,"Heterosexual",65,4.5,2,2,7,3,1,0,0,1,4,1,0,1,0,1,0
0,6,"Heterosexual",34,8,0,5,5,NA,1,0,0,0,5,0,2,1,0,0,1
1,12,"Heterosexual",51,9,4,4,0,9,1,0,7,10,0,5,9,1,0,1,0
1,5,"Heterosexual",61,8,0.5,4,0,9,1,0,8,8,0,8,8,1,0,0,1
1,4,"Heterosexual",42,8.5,0,5,2,8,1,0,5,0,0,7,10,1,0,0,1
0,10,"Bisexual",55,7.5,4,3,4,3,1,0,6,5,0,9,4,1,0,0,1
1,6,"Heterosexual",66,8.5,0.5,4,3,2,1,0,3,0,2,3,5,1,0,0,1
1,7,"Heterosexual",35,8.5,2,4,0,8,1,0,7,7,0,7,12,1,0,0,1
0,3,"Heterosexual",52,6,0.5,1,5,0,1,0,0,0,7,0,0,1,0,1,0
0,15,"Heterosexual",49,5,4.5,2,8,1,1,0,0,1,0,8,0,1,0,0,1
0,9,"Heterosexual",68,1.5,0,1,7,0,1,0,0,1,2,1,2,0,1,1,0
0,9,"Heterosexual",41,6.5,7.5,4,4,5,1,0,5,6,1,6,7,1,0,0,1
0,6,"Heterosexual",44,5,7,2,5,0,1,0,0,4,7,4,0,1,0,0,1
0,13,"Heterosexual",52,2.5,2.5,1,8,0,1,0,0,0,2,0,0,1,0,1,0
0,4,"Heterosexual",73,6,4,4,5,0,1,0,5,6,0,10,6,1,0,0,1
0,6,"Heterosexual",70,7.5,0,5,5,2,1,0,4,0,8,8,7,1,0,0,1
0,9,"Heterosexual",28,5.5,5,3,2,7,1,0,4,4,3,6,4,1,0,0,1
1,8,"Heterosexual",67,10,0.5,3,5,0,1,0,6,6,0,0,0,0,1,0,1
1,3,"Heterosexual",70,10,0.5,4,2,10,1,0,10,5,0,6,9,1,0,1,0
1,9,"Heterosexual",70,8,7,5,0,10,1,0,10,7,1,3,9,1,0,0,1
0,9,"Heterosexual",40,4,4.5,2,5,4,1,0,0,5,8,7,1,1,0,1,0
0,6,"Heterosexual",58,2,0.5,2,7,1,1,0,0,0,5,2,2,1,0,1,0
1,10,"Heterosexual",62,8.5,4.5,3,0,8,1,0,7,6,0,4,7,1,0,1,0
1,8,"Heterosexual",63,10,0.5,5,0,10,1,0,10,10,0,6,8,1,0,0,1
1,7,"Heterosexual",36,7.5,5.5,3,0,5,1,0,1,8,8,6,10,1,0,0,1
1,8,"Heterosexual",42,8.5,0,5,3,5,1,0,3,3,3,3,10,1,0,1,0
1,7,"Heterosexual",45,10,0.5,5,6,0,1,0,0,5,0,5,6,1,0,1,0
1,4,"Heterosexual",46,8.5,3,3,0,8,1,0,10,7,0,5,12,1,0,1,0
0,14,"Heterosexual",42,5,5,3,5,0,1,0,0,0,1,0,1,1,0,0,1
1,4,"Heterosexual",47,6.5,0,4,0,10,1,0,2,5,0,2,7,1,0,1,0
1,8,"Heterosexual",51,5.5,3,3,5,1,1,0,0,3,0,0,4,1,0,1,0
0,11,"Heterosexual",47,5,6,3,5,2,1,0,0,0,9,0,2,0,1,0,1
0,9,"Heterosexual",38,3.5,3,2,6,0,1,0,0,0,6,0,0,1,0,1,0
0,4,"Heterosexual",43,2,2.5,2,6,0,1,0,0,1,10,1,2,1,0,1,0
1,9,"Heterosexual",28,7.5,5,3,4,7,1,0,4,9,2,7,6,1,0,0,1
0,8,"Heterosexual",60,4,2,1,7,0,1,0,0,0,2,0,0,1,0,1,0
1,3,"Bisexual",76,9.5,0,4,0,10,1,0,6,7,0,8,9,1,0,1,0
1,11,"Heterosexual",63,9.5,3.5,5,0,10,1,0,10,10,0,9,12,1,0,1,0
0,7,"Heterosexual",47,9.5,NA,4,4,6,1,0,0,10,2,0,4,1,0,0,1
0,4,"Bisexual",31,8.5,1,4,4,0,1,0,2,2,4,4,4,1,0,0,1
1,4,"Heterosexual",59,8,3.5,2,0,2,1,0,9,0,0,0,10,1,0,1,0
0,13,"Heterosexual",34,4,3,3,5,2,1,0,2,4,2,7,2,1,0,0,1
1,4,"Heterosexual",68,5.5,2.5,3,5,1,1,0,0,0,0,0,4,1,0,1,0
1,4,"Heterosexual",58,10,8.5,5,0,9,1,0,10,6,0,8,9,1,0,1,0
0,13,"Heterosexual",54,6.5,4,3,6,8,1,0,0,4,9,6,8,0,1,0,1
1,2,"Heterosexual",62,7.5,2.5,3,5,2,1,0,1,1,0,6,4,1,0,0,1
0,5,"Heterosexual",63,5,4.5,2,5,6,1,0,2,7,1,8,4,1,0,1,0
1,3,"Heterosexual",46,9,2.5,4,0,10,1,0,9,10,0,7,10,1,0,1,0
0,13,"Heterosexual",49,5,6,1,7,0,1,0,0,1,0,5,1,1,0,1,0
0,8,"Heterosexual",45,6.5,2.5,4,5,2,1,0,3,2,4,6,6,1,0,0,1
1,6,"Heterosexual",65,9.5,5.5,4,0,8,1,0,10,7,0,2,10,1,0,1,0
1,5,"Heterosexual",73,8.5,8,3,2,0,1,0,0,0,0,7,7,1,0,1,0
1,5,"Heterosexual",61,7.5,0.5,5,0,10,1,0,8,8,8,3,12,1,0,0,1
1,11,"Heterosexual",63,7,4.5,3,5,2,1,0,1,5,6,5,6,1,0,0,1
0,7,"Heterosexual",74,5.5,3,2,5,0,1,0,0,0,2,0,2,1,0,1,0
0,11,"Heterosexual",40,5.5,3,3,7,5,1,0,0,0,4,0,4,1,0,1,0
0,14,NA,47,6,1,2,2,3,1,0,1,0,2,0,7,1,0,1,0
1,6,"Heterosexual",62,7.5,2,3,3,5,1,0,6,8,2,7,5,1,0,0,1
1,4,"Prefer not to say",75,7.5,7,2,2,6,1,0,8,6,1,6,6,1,0,0,1
0,12,"Heterosexual",61,6,3,4,7,0,1,0,0,1,7,1,0,1,0,0,1
1,3,"Heterosexual",43,6.5,2,4,0,6,1,0,8,7,0,2,10,1,0,1,0
0,12,"Prefer not to say",28,2,2,1,7,0,1,0,0,0,5,5,0,1,0,1,0
1,3,"Heterosexual",62,8.5,2,4,2,6,1,0,3,7,7,5,3,1,0,0,1
1,4,"Heterosexual",62,8.5,6.5,1,1,9,1,0,10,10,0,3,10,1,0,0,1
0,3,"Heterosexual",39,6.5,1.5,2,7,1,1,0,0,0,3,0,2,1,0,1,0
0,6,"Heterosexual",29,7.5,3,3,7,8,1,0,6,8,6,7,5,0,1,0,1
1,6,"Heterosexual",73,4,6.5,3,4,5,1,0,9,7,0,0,5,1,0,0,1
1,7,"Heterosexual",61,4,2,4,2,9,1,0,5,2,1,2,3,1,0,0,1
0,1,"Heterosexual",21,6,3,4,4,5,1,0,1,2,2,2,6,1,0,1,0
0,3,"Heterosexual",46,7.5,0,2,6,0,1,0,0,0,0,0,2,1,0,0,1
1,14,"Heterosexual",50,9,2.5,4,0,5,1,0,10,10,0,5,9,1,0,0,1
0,5,"Heterosexual",71,9,0.5,5,0,0,1,0,0,0,5,0,10,1,0,0,1
0,6,"Heterosexual",49,7.5,2.5,4,5,5,1,0,0,0,0,4,4,1,0,1,0
0,12,"Heterosexual",74,7.5,6,2,3,10,1,0,0,0,0,10,8,0,1,0,1
0,8,"Heterosexual",69,6,2.5,3,6,2,1,0,0,2,1,6,5,1,0,0,1
1,10,"Heterosexual",24,7.5,5,3,1,6,1,0,2,0,0,6,8,1,0,0,1
0,10,"Heterosexual",50,4,5.5,3,6,3,1,0,1,2,3,7,2,0,1,1,0
0,4,"Heterosexual",22,9,1,5,10,5,1,0,0,0,0,0,0,1,0,1,0
1,5,"Heterosexual",37,10,0.5,4,0,10,1,0,4,9,0,3,12,1,0,0,1
1,7,"Heterosexual",49,8.5,3.5,4,0,5,1,0,7,7,0,5,4,1,0,1,0
1,NA,"Heterosexual",62,6.5,1,3,6,7,1,0,0,5,5,5,2,0,1,0,1
0,3,"Heterosexual",69,0,0,1,10,0,1,1,0,0,0,0,0,0,1,0,1
1,8,"Heterosexual",64,7.5,3,3,1,9,1,0,1,7,10,6,9,1,0,1,0
0,6,"Heterosexual",48,3.5,2.5,1,6,0,1,0,0,NA,10,0,0,1,0,1,0
1,6,"Heterosexual",44,2.5,3,2,7,2,1,0,0,0,5,2,0,1,0,1,0
0,2,"Heterosexual",71,8,3,3,2,10,1,0,0,1,5,9,9,1,0,1,0
0,9,"Heterosexual",31,1.5,1.5,1,5,0,0,0,0,0,4,3,1,0,1,1,0
0,8,"Heterosexual",49,6.5,1,2,3,1,1,0,4,5,5,4,8,1,0,0,1
0,13,"Heterosexual",54,8.5,7,3,1,7,1,0,4,6,0,6,NA,1,0,0,1
0,11,"Heterosexual",35,0.5,0,1,8,0,1,NA,0,0,6,0,0,1,0,1,0
0,7,"Heterosexual",48,4.5,3,4,6,2,1,1,5,4,5,7,1,1,0,1,0
0,12,"Heterosexual",34,4,2.5,4,7,0,1,0,0,1,2,2,0,1,0,1,0
1,7,"Heterosexual",61,4.5,4,4,4,2,1,0,1,3,0,5,4,1,0,0,1
1,8,"Heterosexual",71,4.5,3,5,7,1,1,0,8,9,6,6,5,1,0,1,0
1,10,"Heterosexual",47,10,4,3,2,7,1,0,2,3,0,4,7,1,0,0,1
1,13,"Heterosexual",67,5.5,4.5,3,3,1,1,1,3,0,0,7,5,1,0,1,0
0,3,"Heterosexual",68,10,0,4,0,10,1,0,7,3,5,0,9,1,0,1,0
0,9,"Homosexual",40,8.5,2,2,5,1,1,0,0,0,1,3,5,1,0,1,0
0,5,"Heterosexual",66,9.5,8,2,2,10,1,0,7,5,1,6,3,1,0,0,1
1,8,"Heterosexual",73,7,6.5,3,0,9,1,0,9,6,0,5,11,1,0,0,1
0,12,"Heterosexual",56,9,1.5,4,6,5,1,0,0,5,7,0,5,0,1,0,1
0,4,"Heterosexual",42,8.5,1.5,3,5,5,0,1,8,5,9,7,3,1,0,1,0
0,6,"Heterosexual",64,6,0.5,3,5,2,1,0,0,0,7,3,5,1,0,0,1
1,6,"Heterosexual",62,7.5,0.5,5,0,10,1,0,8,10,0,10,9,1,0,0,1
1,4,"Heterosexual",65,9,3,5,2,5,1,0,5,5,2,2,7,1,0,1,0
1,7,"Heterosexual",54,7,2.5,3,3,6,1,0,6,7,3,9,5,1,0,0,1
0,12,NA,47,4.5,2,2,6,1,1,1,0,3,7,6,0,0,1,0,1
1,6,"Heterosexual",77,9.5,3.5,3,6,5,1,0,10,10,0,NA,5,1,0,0,1
0,11,"Heterosexual",68,7.5,3.5,2,5,3,1,0,0,0,0,0,6,1,0,0,1
0,9,"Heterosexual",32,7.5,1.5,3,5,4,1,1,0,0,7,2,4,1,0,1,0
1,11,"Heterosexual",74,7,1,3,NA,10,1,0,1,0,0,0,9,1,0,1,0
0,9,"Heterosexual",46,7,2,3,5,1,1,0,4,3,5,5,2,0,1,0,1
1,7,"Heterosexual",70,9,4.5,3,0,5,1,0,8,5,0,10,6,1,0,0,1
0,13,"Heterosexual",58,3,1.5,2,5,0,1,0,2,0,3,1,3,1,0,1,0
1,2,"Heterosexual",70,7.5,2.5,4,0,4,1,0,0,2,3,0,8,1,0,0,1
0,3,"Heterosexual",74,2,3.5,3,10,0,1,0,0,3,8,3,0,1,0,0,1
0,4,"Heterosexual",26,4.5,2,2,5,0,1,0,0,1,3,3,2,1,0,1,0
0,4,"Heterosexual",52,5,3,2,5,5,1,0,3,1,7,3,3,1,0,1,0
1,2,"Heterosexual",63,5.5,2,5,0,10,1,0,8,1,3,0,12,1,0,0,1
1,9,"Heterosexual",64,7.5,3.5,4,2,3,1,0,9,6,2,5,9,1,0,1,0
1,2,"Heterosexual",55,9,1,3,2,5,1,0,5,10,0,7,8,1,0,1,0
0,13,"Prefer not to say",53,4,2.5,2,3,1,1,0,2,2,1,7,6,1,0,1,0
0,5,"Heterosexual",29,7,4,3,5,7,1,0,5,5,6,5,6,1,0,1,0
0,11,"Heterosexual",58,5.5,2.5,2,5,2,1,0,0,1,5,2,4,1,0,1,0
1,2,"Heterosexual",39,4,3,2,5,0,1,0,0,0,10,1,2,1,0,1,0
1,8,"Heterosexual",56,10,2.5,3,0,10,1,0,8,9,0,5,9,1,0,0,1
0,3,"Heterosexual",69,4,4,4,8,0,1,0,0,0,9,0,0,1,0,0,1
1,3,"Heterosexual",51,7.5,2.5,4,4,9,1,0,6,8,7,3,6,1,0,0,1
0,6,"Heterosexual",59,2,3.5,1,6,1,1,0,1,1,5,4,0,1,0,1,0
1,3,"Heterosexual",69,7,2,4,3,8,1,0,6,6,0,5,6,1,0,0,1
0,4,"Heterosexual",51,9,2,4,6,7,1,1,0,0,9,0,7,0,1,1,0
0,11,"Heterosexual",60,5.5,7,3,3,3,1,0,5,4,0,5,6,1,0,1,0
1,2,"Heterosexual",58,6,3,1,10,0,1,0,6,8,0,0,0,1,0,1,0
0,11,"Heterosexual",53,6.5,0.5,4,5,NA,1,0,0,0,8,0,4,1,0,1,0
1,6,"Heterosexual",33,8.5,5,1,5,3,1,0,2,6,3,7,4,1,0,1,0
0,5,"Heterosexual",64,4,4.5,2,6,0,1,0,1,3,6,2,4,1,0,1,0
1,3,"Heterosexual",48,9,0,5,0,10,1,0,0,0,7,0,12,0,1,1,0
1,5,"Heterosexual",75,8.5,1,4,0,9,1,0,3,5,0,8,12,1,0,0,NA
1,2,"Heterosexual",52,7,3.5,3,5,5,1,0,10,10,0,10,8,1,0,1,0
1,NA,"Heterosexual",55,6,2.5,5,4,10,1,0,10,10,3,3,6,1,0,1,0
0,13,"Heterosexual",32,4.5,5,2,6,1,1,0,0,2,4,6,2,1,0,1,0
0,7,"Heterosexual",47,3,0.5,2,6,1,1,0,0,0,5,0,2,1,0,0,1
1,3,"Heterosexual",71,10,3.5,5,0,10,1,0,10,10,0,5,8,1,0,0,1
1,2,"Heterosexual",61,7.5,5.5,3,3,5,1,NA,10,10,0,10,7,1,0,0,1
1,5,"Heterosexual",77,5.5,1.5,3,6,2,1,0,2,5,5,6,NA,1,0,0,1
1,5,"Heterosexual",72,10,5.5,3,4,1,1,0,9,9,0,4,5,1,0,0,1
1,8,"Heterosexual",48,7,2.5,3,3,5,1,0,4,6,0,1,7,1,0,1,0
0,9,"Heterosexual",71,8,2.5,1,3,2,1,0,1,0,0,5,4,1,0,1,0
1,9,"Heterosexual",24,7.5,10,4,4,6,1,0,10,10,0,4,6,0,1,1,0
1,11,"Heterosexual",53,8,3.5,5,7,3,1,0,2,1,0,5,2,1,0,1,0
1,3,"Heterosexual",68,5,5,3,6,7,1,0,3,6,0,8,2,1,0,0,1
1,11,"Heterosexual",68,7.5,6.5,2,5,10,1,0,7,5,0,10,4,1,0,0,1
1,8,"Heterosexual",68,8.5,1,2,3,5,1,0,8,6,0,7,7,1,0,0,1
1,7,"Heterosexual",40,5,2.5,2,4,3,1,0,4,4,0,5,7,0,1,1,0
0,4,"Heterosexual",63,5.5,4,1,2,0,1,1,0,0,0,2,8,1,0,1,0
0,13,"Heterosexual",58,6.5,5,3,6,7,1,0,0,5,1,5,4,1,0,1,0
0,10,"Heterosexual",64,5,2.5,1,6,2,1,0,0,0,0,5,3,1,0,1,0
0,12,"Heterosexual",69,4,6,4,5,0,1,0,0,0,1,2,2,1,0,1,0
1,5,"Heterosexual",79,9.5,3.5,4,0,10,1,0,10,9,0,6,11,1,0,0,1
1,1,"Heterosexual",54,5,3.5,4,6,5,1,0,1,3,0,4,4,1,0,1,0
1,6,"Heterosexual",63,8.5,0,3,3,7,1,0,8,7,1,6,8,1,0,0,1
0,4,"Heterosexual",71,8,3.5,2,6,2,1,0,0,2,4,3,0,1,0,NA,0
1,5,"Heterosexual",73,7.5,2.5,3,2,6,1,0,5,3,1,7,10,1,0,1,0
0,12,"Heterosexual",37,6,3,3,5,5,1,0,0,0,5,0,3,1,0,1,0
0,8,"Heterosexual",72,6.5,4.5,3,5,10,1,0,2,8,0,8,3,1,0,1,0
1,3,"Heterosexual",66,8.5,1,4,0,10,1,0,10,5,0,0,12,1,0,1,0
0,13,"Heterosexual",44,3.5,3,2,5,0,1,0,0,1,3,0,1,0,1,0,1
1,3,"Heterosexual",67,9,2,5,0,10,1,0,7,6,0,5,12,1,0,1,0
1,12,"Heterosexual",60,4.5,5,2,5,2,1,0,5,6,NA,5,4,1,0,1,0
0,5,"Heterosexual",69,4.5,5,2,1,8,1,0,0,0,0,8,10,1,0,0,1
1,7,"Heterosexual",76,9,2,5,0,5,1,0,10,10,0,0,5,1,0,0,1
0,10,"Heterosexual",48,5.5,6.5,4,5,5,1,0,3,7,0,6,2,1,0,0,1
0,2,"Heterosexual",86,8.5,2,4,5,2,1,0,0,0,0,0,2,1,0,1,0
1,3,"Heterosexual",63,5.5,4.5,3,4,5,1,0,6,5,4,7,7,1,0,0,1
1,4,"Heterosexual",64,6,3.5,3,4,5,1,0,1,4,7,5,4,1,0,1,0
1,5,"Heterosexual",76,8,6,3,1,4,1,0,7,9,0,10,7,1,0,0,1
1,3,"Heterosexual",63,7,3,5,0,10,1,0,7,2,0,0,8,1,0,1,0
0,9,"Heterosexual",68,4.5,0,5,6,0,1,0,0,0,0,0,4,1,0,1,0
0,7,"Heterosexual",70,5.5,4,4,5,5,1,0,0,NA,4,6,4,1,0,0,1
0,2,"Heterosexual",59,6,3,4,6,5,1,0,0,1,10,0,2,1,0,0,1
1,4,"Heterosexual",67,6,NA,4,5,5,1,0,8,8,0,7,5,1,0,1,0
0,9,"Heterosexual",29,1.5,0.5,1,6,0,1,0,0,0,7,1,0,1,0,0,1
1,10,"Heterosexual",60,6,0,5,0,10,1,0,10,10,0,0,8,1,0,0,1
0,12,"Heterosexual",27,2,0.5,1,8,0,1,0,0,0,8,0,2,1,0,1,0
1,4,"Heterosexual",51,5.5,0,4,0,10,1,0,8,8,5,5,9,1,0,1,0
1,5,"Homosexual",66,6,6.5,2,3,2,1,0,4,4,0,6,7,1,0,0,1
0,13,"Heterosexual",44,3,1,1,5,0,1,0,0,0,10,0,0,1,0,1,0
1,13,"Heterosexual",27,5,5,1,3,3,1,0,2,8,1,NA,6,1,0,1,0
1,5,"Heterosexual",69,10,0.5,5,0,10,1,0,10,10,0,0,9,1,0,0,1
1,4,"Heterosexual",54,6.5,7.5,4,5,10,1,0,7,8,0,6,2,1,0,1,0
1,4,"Heterosexual",44,9,5.5,2,3,10,1,0,0,9,0,8,5,1,0,1,0
0,6,"Heterosexual",53,8,4.5,4,2,8,1,0,1,0,5,7,8,1,0,1,0
1,6,"Heterosexual",49,6,3,2,5,3,1,0,5,4,0,0,2,1,0,1,0
0,10,"Prefer not to say",57,7.5,5,3,4,2,1,0,0,4,2,4,8,0,1,0,1
1,8,"Heterosexual",70,9.5,1.5,1,3,2,1,0,10,4,0,0,2,1,0,1,0
1,14,"Heterosexual",50,8,4.5,1,0,8,1,0,0,6,0,8,7,1,0,0,1
1,7,"Heterosexual",60,6.5,6,2,2,9,1,0,7,5,2,7,6,1,0,0,1
1,3,"Heterosexual",62,7,2,3,2,7,1,0,6,1,0,4,6,1,0,0,1
0,5,"Heterosexual",67,3,0.5,1,5,0,1,0,0,0,10,0,6,1,0,1,0
1,7,"Heterosexual",46,4,1.5,4,4,7,1,0,4,4,3,7,9,1,0,1,0
0,2,"Heterosexual",47,7,3.5,2,5,2,1,0,1,1,4,4,6,1,0,1,0
1,2,"Heterosexual",69,8.5,0,5,7,0,1,0,0,0,7,0,7,1,0,0,1
1,6,"Prefer not to say",66,6,4,3,5,7,1,0,0,4,0,8,4,1,0,0,1
1,3,"Heterosexual",61,9,4,4,0,10,1,0,8,8,0,7,7,1,0,0,1
1,3,"Heterosexual",59,3,4,4,1,10,1,0,10,10,0,0,9,1,0,1,0
0,11,"Heterosexual",67,5.5,0.5,2,7,2,1,0,0,0,2,4,3,1,0,0,1
1,2,"Heterosexual",44,5,3.5,4,3,5,1,0,6,7,5,3,3,1,0,1,0
1,7,"Heterosexual",64,6,8.5,2,0,8,1,0,0,7,0,7,5,1,0,0,1
NA,5,"Heterosexual",52,8.5,1.5,4,0,2,1,0,9,8,1,5,2,1,0,1,0
0,4,"Heterosexual",22,6.5,3.5,2,4,7,1,1,5,4,3,6,2,1,0,1,0
0,10,"Heterosexual",63,7,3.5,1,5,0,1,0,0,0,0,0,1,1,0,1,0
1,3,"Heterosexual",70,7.5,3,4,2,5,1,0,6,4,0,6,6,1,0,0,1
1,8,"Heterosexual",72,4,6.5,3,7,3,1,0,0,8,0,8,0,1,0,0,1
0,8,"Heterosexual",41,7.5,6,3,3,5,1,0,5,3,3,7,5,1,0,0,1
0,6,"Heterosexual",66,6.5,0.5,1,8,0,1,1,0,0,6,0,1,1,0,0,1
0,5,"Heterosexual",67,5.5,3,4,7,3,1,NA,0,0,0,0,4,1,0,0,1
0,8,"Heterosexual",60,3.5,3.5,2,5,0,1,0,0,0,1,0,5,1,0,1,0
1,4,"Heterosexual",66,6.5,3.5,2,5,6,1,0,5,4,2,8,5,1,0,1,0
0,7,"Homosexual",29,3,4,1,6,0,1,0,0,3,0,5,2,1,0,1,0
1,5,"Heterosexual",60,7.5,5,4,1,9,1,0,8,8,0,6,10,1,0,0,1
0,4,"Heterosexual",68,7,4.5,2,5,1,1,0,5,1,0,7,2,1,0,0,1
1,2,"Heterosexual",40,10,2,4,5,6,1,0,7,8,0,0,2,1,0,1,0
0,8,"Heterosexual",65,6,0,4,5,8,1,0,0,0,8,0,3,1,0,1,0
1,5,"Heterosexual",68,8.5,2.5,4,5,10,1,0,5,5,5,5,4,1,0,0,1
0,4,"Homosexual",27,2,2,1,7,0,0,1,0,0,4,2,2,0,1,1,0
0,11,"Heterosexual",29,3,3.5,2,5,0,1,0,0,0,4,7,2,0,1,0,1
0,4,"Heterosexual",21,8,2,1,4,0,1,1,3,1,0,0,5,1,0,1,0
0,11,"Heterosexual",41,5,6.5,1,6,0,1,0,0,5,2,6,1,1,0,1,0
1,1,"Heterosexual",56,4,3.5,3,4,NA,1,0,6,6,6,4,4,1,0,1,0
0,4,"Homosexual",24,7.5,2.5,2,5,7,1,0,0,3,1,0,4,1,0,1,0
1,13,"Heterosexual",36,7.5,3.5,4,3,8,0,0,3,4,0,2,4,0,1,1,0
0,5,"Heterosexual",72,10,2.5,5,0,10,1,0,0,0,0,8,12,1,0,0,1
1,8,"Heterosexual",65,8,4.5,5,0,10,1,0,8,10,0,7,10,1,0,0,1
1,2,"Heterosexual",71,9,4,5,3,1,1,0,10,4,0,7,7,1,0,0,1
0,9,"Heterosexual",56,3.5,0.5,3,7,0,1,0,0,0,3,0,0,1,0,1,0
1,2,"Homosexual",63,7.5,2.5,3,0,6,1,0,5,5,0,5,8,1,0,1,0
1,3,"Heterosexual",71,7,4.5,4,4,8,1,0,8,5,5,9,4,1,0,1,0
NA,11,"Heterosexual",75,4.5,3,1,4,3,1,0,1,6,0,4,3,1,0,0,1
0,NA,"Homosexual",38,1.5,1,2,7,0,1,0,0,0,7,4,0,0,1,1,0
1,8,"Heterosexual",69,7.5,4.5,2,0,10,1,0,5,6,6,5,9,1,0,0,1
0,7,"Heterosexual",64,1.5,0,2,10,0,1,1,0,0,3,1,0,1,0,0,1
0,13,"Heterosexual",40,6.5,5.5,1,5,2,1,0,0,0,0,3,3,1,0,1,0
0,11,"Heterosexual",35,6.5,3.5,1,5,0,1,0,0,0,1,0,1,1,0,0,1
0,11,"Heterosexual",52,5,2.5,4,5,0,1,0,0,0,5,3,2,1,0,1,0
0,8,"Homosexual",59,6,3,2,5,1,1,0,2,6,2,6,6,1,0,0,1
1,7,"Heterosexual",59,2.5,0.5,2,7,0,1,0,0,0,10,0,2,1,0,1,0
0,11,"Heterosexual",29,4,3.5,2,7,1,1,0,0,1,8,2,2,1,0,1,0
