"p_eurefvote","p_gross_household","p_sexuality","age","al_scaleW14","lr_scaleW14","antiIntellectual","immigSelf","euPriorityBalance","ukCitizen","euCitizen","likeFarage","likeJohnson","likeCorbyn","likeMay","immig_att","eth_wBrit","eth_other","relig_coe","relig_other"
0,6,"Heterosexual",63,6.5,3.5,4,0,10,1,0,0,0,NA,5,6,1,0,0,1
0,9,"Heterosexual",34,2,0.5,1,5,0,1,0,0,0,6,0,2,1,0,1,0
1,12,"Heterosexual",66,6,8,4,4,5,1,0,5,7,3,0,7,1,0,0,1
0,10,"Heterosexual",59,9,4,4,3,8,1,0,7,4,0,7,8,1,0,0,1
1,12,"Heterosexual",69,8,4,4,5,9,1,0,7,7,0,0,5,1,0,0,1
0,6,"Heterosexual",68,5.5,5,2,4,5,1,0,1,4,1,2,6,1,0,0,NA
1,3,"Heterosexual",69,8,6.5,4,5,6,1,0,1,5,0,9,2,1,0,0,1
0,12,"Heterosexual",31,3.5,0.5,2,7,2,1,0,0,2,7,0,2,1,0,1,0
1,6,"Heterosexual",72,7,2.5,3,5,8,1,0,6,2,0,8,3,1,0,1,NA
1,6,"Heterosexual",37,10,0,1,2,6,1,0,8,10,9,0,0,0,1,0,1
0,8,"Heterosexual",35,10,2,3,0,6,1,0,0,3,1,5,12,1,0,0,1
0,13,"Homosexual",51,4.5,1,1,7,0,NA,0,0,0,7,0,0,1,0,1,0
0,11,"Heterosexual",49,4.5,3.5,3,7,0,1,0,0,1,2,4,2,1,0,1,0
0,5,"Heterosexual",59,2.5,0,1,5,0,1,0,0,0,5,0,4,1,0,1,0
1,2,"Heterosexual",58,9,0,5,NA,10,1,0,10,7,0,3,12,1,0,1,0
NA,14,"Heterosexual",32,3.5,5,2,6,1,1,0,0,1,4,5,3,1,0,1,0
1,13,"Heterosexual",43,7.5,7,4,0,10,1,0,0,6,0,10,12,1,0,1,0
0,12,"Heterosexual",53,3,3.5,2,9,0,1,0,0,0,5,2,1,1,0,1,0
0,6,"Heterosexual",66,7.5,4,3,0,5,1,0,0,0,5,5,9,1,0,0,1
0,15,"Heterosexual",41,2,7.5,1,5,1,1,0,0,6,0,7,3,1,0,1,0
0,7,"Heterosexual",25,4.5,6,3,6,3,1,0,0,0,0,4,2,0,1,0,1
0,6,"Heterosexual",29,7.5,4,2,4,5,1,0,0,0,0,0,10,1,0,0,1
1,3,"Heterosexual",71,4,2,3,5,3,1,0,3,1,7,0,6,1,0,0,1
0,1,"Heterosexual",62,5.5,2,1,10,0,1,0,0,0,0,0,3,1,0,1,0
0,10,"Bisexual",63,2,1.5,1,10,0,1,0,0,0,2,0,0,1,0,0,1
1,8,"Heterosexual",69,6.5,5,4,3,6,1,0,8,6,0,4,8,1,0,0,1
1,4,"Heterosexual",62,10,1,5,0,10,1,0,10,3,0,0,12,1,0,0,1
1,4,"Heterosexual",67,8.5,2,5,0,10,1,0,10,8,0,0,12,0,1,0,1
1,2,"Heterosexual",72,7.5,5,4,1,8,1,0,4,3,0,5,7,1,0,0,1
1,5,"Heterosexual",33,8.5,3.5,3,2,8,1,0,10,10,3,3,5,1,0,1,0
1,11,"Heterosexual",36,6.5,4,4,5,5,1,0,0,5,0,8,3,1,0,0,1
1,11,"Heterosexual",60,7,2.5,4,3,8,1,0,6,5,0,5,6,1,0,0,1
1,6,"Bisexual",43,5,5,3,3,6,1,0,4,6,0,6,6,1,0,1,0
1,10,"Prefer not to say",37,8.5,4,4,0,10,1,0,9,10,0,0,NA,1,0,0,1
0,11,"Homosexual",60,6.5,0,1,4,0,1,0,0,0,6,1,7,1,0,1,0
0,8,"Heterosexual",71,3.5,3,1,5,1,1,0,1,2,6,3,2,1,0,1,0
0,12,"Heterosexual",57,1,0,1,7,0,1,0,0,0,3,0,0,1,0,1,0
0,11,"Heterosexual",63,6.5,3.5,2,6,2,1,0,3,0,1,6,10,1,0,0,1
0,10,"Heterosexual",38,5.5,6,2,6,7,1,0,2,4,3,3,4,1,0,0,1
1,4,"Heterosexual",55,6,5.5,5,3,8,1,0,9,5,1,1,6,1,0,0,1
0,6,"Heterosexual",62,7,4.5,4,6,2,1,0,0,0,2,7,2,1,0,0,1
0,11,"Heterosexual",63,3,1.5,2,6,0,1,0,0,1,6,6,1,1,0,0,1
1,3,"Homosexual",63,7.5,3.5,3,3,8,1,0,2,2,0,7,6,1,0,0,1
0,11,"Heterosexual",46,4.5,3.5,4,5,0,1,0,0,0,3,1,0,1,0,1,0
1,3,"Heterosexual",72,7,2,2,2,10,1,0,9,7,4,8,8,1,0,0,1
0,5,"Heterosexual",75,9,9,2,0,10,1,0,9,9,0,7,8,1,0,0,1
1,7,"Heterosexual",57,9.5,2,4,0,3,1,0,8,7,0,8,10,1,0,1,0
1,5,"Heterosexual",58,7.5,5,3,2,7,1,0,7,6,3,6,8,1,0,1,0
0,11,"Heterosexual",52,5,5,1,5,0,1,0,0,0,1,1,1,1,0,1,0
1,4,"Heterosexual",45,9.5,3,4,0,10,1,0,0,5,0,5,12,1,0,0,1
0,13,"Homosexual",53,3,6,1,5,1,1,0,0,3,0,2,2,0,1,1,NA
0,15,"Heterosexual",47,6,6.5,1,7,0,1,0,0,0,0,2,0,1,0,1,0
1,6,"Heterosexual",50,9,1.5,5,5,10,1,0,5,5,0,3,6,1,0,1,0
0,6,"Heterosexual",72,3.5,2,NA,5,0,1,0,0,0,0,0,0,1,0,0,1
0,6,"Heterosexual",39,7.5,2.5,2,8,1,1,0,6,7,8,8,9,1,0,1,0
0,6,"Other",22,6.5,3,3,5,1,1,0,0,0,5,2,5,0,1,0,1
0,11,"Heterosexual",54,4,2.5,2,7,0,1,0,0,0,8,1,2,1,0,1,0
0,4,"Heterosexual",72,7,0.5,5,6,5,1,0,0,NA,0,2,6,1,0,0,1
0,8,"Heterosexual",62,5.5,2.5,3,2,4,1,0,0,1,8,0,8,1,0,0,1
0,4,"Heterosexual",70,7,3.5,4,5,3,1,0,3,5,0,7,2,1,0,0,1
1,2,"Heterosexual",81,6,4,4,5,2,1,0,3,2,5,3,3,1,0,0,1
1,3,"Heterosexual",72,8.5,1.5,3,0,10,1,0,9,8,0,3,12,1,0,1,0
0,13,"Heterosexual",39,5,4,2,5,3,1,0,1,3,5,6,1,1,0,1,0
0,7,"Heterosexual",74,8.5,3,4,3,9,1,0,2,3,4,8,7,1,0,0,1
0,2,"Prefer not to say",26,7,7,4,7,8,1,0,6,9,6,7,4,0,1,0,1
0,10,"Heterosexual",67,6,4,2,5,1,1,1,0,0,1,1,2,1,0,0,1
0,7,"Heterosexual",62,4,3,3,5,NA,1,0,1,2,3,4,2,1,0,1,0
0,12,"Heterosexual",42,6,4,3,5,4,1,0,1,6,0,8,5,1,0,1,0
0,7,"Heterosexual",65,7.5,5,2,1,1,1,0,0,0,0,10,8,1,0,0,1
0,9,"Heterosexual",68,8,5,4,7,2,1,0,5,8,0,7,2,1,0,1,0
1,10,"Heterosexual",59,7,0.5,5,1,9,1,0,10,5,1,2,9,1,0,0,1
0,3,"Heterosexual",60,6,0,3,7,0,1,0,5,0,8,0,4,1,0,1,0
1,6,"Heterosexual",68,7,7,5,0,10,1,0,10,10,0,2,10,1,0,0,1
0,5,"Other",48,2.5,1,3,5,0,1,0,0,0,0,0,2,1,0,0,1
1,4,"Heterosexual",71,8,3.5,5,1,10,1,0,10,8,3,4,10,1,0,0,1
1,4,"Heterosexual",51,9,4.5,5,1,10,1,0,9,3,0,1,5,1,0,0,1
0,6,"Heterosexual",44,6.5,3.5,2,3,7,1,0,0,3,0,6,6,1,0,1,0
1,3,"Heterosexual",73,7.5,0.5,3,5,0,1,0,2,6,5,0,8,1,0,1,0
1,13,"Heterosexual",58,5.5,4,5,0,10,1,0,10,4,3,4,12,1,0,0,1
0,7,"Heterosexual",58,2.5,6.5,1,4,3,1,0,0,0,0,2,3,1,0,1,0
0,5,"Heterosexual",69,2.5,2.5,4,7,0,1,0,0,0,2,2,2,1,0,1,0
1,7,"Heterosexual",40,8,6.5,2,5,2,1,0,6,7,0,4,4,1,0,0,1
1,5,"Heterosexual",72,8,6,4,5,2,1,0,0,0,0,7,2,1,0,0,1
1,11,"Bisexual",56,6,1,5,0,10,1,0,10,9,0,0,12,1,0,0,1
0,11,"Heterosexual",70,4,5,2,6,3,1,1,1,7,0,6,1,1,0,0,1
0,13,"Heterosexual",44,5.5,5,2,5,2,1,0,0,2,8,0,2,1,0,1,0
0,7,"Heterosexual",51,9.5,3,3,2,6,1,0,7,3,1,8,7,1,NA,0,1
0,4,"Heterosexual",53,9.5,2.5,4,2,7,1,0,3,2,5,5,6,1,0,1,0
0,4,"Heterosexual",70,7.5,2.5,3,7,3,1,0,3,6,4,9,3,1,0,0,1
0,11,NA,39,6,3,1,5,2,1,0,0,3,0,3,1,1,0,0,1
1,5,"Heterosexual",75,8.5,0.5,4,5,5,1,0,5,5,10,0,4,1,0,1,0
1,13,"Heterosexual",36,9.5,3.5,4,0,10,1,0,0,0,0,0,12,1,0,1,0
1,11,"Heterosexual",39,8,0.5,4,7,3,1,0,7,7,4,9,2,0,1,0,1
1,15,"Heterosexual",68,10,10,5,0,10,1,0,10,10,0,0,12,1,0,0,1
0,4,"Heterosexual",75,7,3.5,2,6,1,1,0,0,0,0,7,4,1,0,0,1
1,4,"Heterosexual",35,2.5,0,1,2,8,1,0,0,0,7,0,12,1,0,1,0
0,8,"Heterosexual",71,4,2.5,3,8,2,1,0,0,0,0,2,0,1,0,0,1
1,3,"Heterosexual",69,9,1,5,0,10,1,0,0,10,0,0,0,1,0,0,1
1,7,"Heterosexual",65,10,7.5,5,0,10,1,0,10,5,0,6,12,1,0,0,1
0,4,"Heterosexual",65,5,2.5,4,5,3,1,0,0,0,10,0,0,1,0,0,1
0,3,"Heterosexual",73,10,3.5,3,0,6,1,0,5,8,0,9,9,1,0,1,0
1,12,NA,53,7.5,1,2,0,10,1,0,5,3,0,0,12,1,0,1,0
0,4,"Heterosexual",39,3.5,2.5,3,5,2,1,0,0,0,5,0,4,1,0,1,0
0,6,"Heterosexual",46,5.5,4.5,2,5,0,1,0,1,2,0,8,6,1,0,1,0
0,4,"Heterosexual",59,6,1,4,7,2,1,0,0,2,3,5,1,1,0,1,0
1,2,"Heterosexual",78,9.5,6.5,4,1,10,1,0,8,8,0,5,3,1,0,0,1
1,12,"Bisexual",49,8,3,3,6,4,1,0,7,8,4,4,4,1,0,1,0
1,6,"Heterosexual",70,6.5,3,4,2,10,1,0,10,10,1,4,7,1,0,0,1
0,4,"Heterosexual",58,3,7,2,8,0,1,0,0,0,2,1,0,1,0,1,0
1,4,"Heterosexual",61,6.5,2.5,4,4,5,1,0,7,6,4,5,1,1,0,0,1
1,13,"Heterosexual",48,7.5,5.5,4,4,5,1,0,4,4,0,0,7,1,0,0,1
0,4,"Heterosexual",51,3,3,1,5,1,1,0,0,3,3,5,3,1,0,1,0
1,6,"Heterosexual",69,6,2,5,4,9,1,0,2,1,7,0,7,1,0,1,0
0,13,"Heterosexual",49,7,4,3,5,0,1,0,0,0,7,3,2,1,0,1,0
0,6,"Heterosexual",40,0.5,0,1,5,6,1,1,0,0,9,0,3,1,0,1,0
0,3,"Heterosexual",46,2.5,2.5,2,3,2,1,0,0,4,4,1,7,1,0,1,0
0,4,"Heterosexual",73,4,0,1,6,1,1,0,0,0,4,0,0,1,0,1,0
1,3,"Heterosexual",64,8.5,6.5,4,2,6,1,0,2,8,0,8,3,1,0,1,0
1,6,"Heterosexual",65,7.5,4,3,5,3,1,0,1,2,0,10,5,1,0,0,1
0,10,"Homosexual",25,6,8,1,6,3,1,0,0,1,0,9,3,1,0,0,1
0,15,"Heterosexual",50,1,0,1,9,0,1,0,0,0,1,0,0,1,0,1,0
1,8,"Heterosexual",69,7,4,3,5,5,1,0,10,8,0,10,4,1,0,1,0
1,1,"Heterosexual",64,6.5,1,3,5,5,1,0,1,1,9,0,3,1,0,1,0
1,8,"Heterosexual",69,6.5,5,4,3,3,1,0,6,3,0,6,5,1,0,0,1
1,6,"Heterosexual",59,8.5,3,4,3,5,1,0,7,7,0,7,5,1,0,0,1
0,8,"Heterosexual",36,3.5,6,1,5,0,1,0,0,0,1,2,0,1,0,1,0
0,9,"Heterosexual",30,4.5,2.5,3,7,2,1,1,0,3,7,4,2,1,0,0,1
1,11,"Heterosexual",74,10,4,2,0,7,1,0,10,10,0,9,11,1,0,1,0
1,6,"Heterosexual",49,9,2,5,2,10,1,0,7,1,0,2,5,1,0,1,0
1,4,"Heterosexual",50,10,0,5,5,7,1,0,0,5,8,0,3,1,0,0,1
0,13,"Heterosexual",27,1.5,2,1,5,2,1,1,0,0,3,1,1,1,0,1,0
1,8,"Heterosexual",34,8.5,3.5,3,1,3,1,0,4,4,0,6,2,1,0,0,1
1,10,"Heterosexual",58,7,3,4,2,10,1,0,2,5,0,7,12,1,0,1,0
1,7,"Heterosexual",60,8,0.5,4,5,7,1,0,6,5,10,0,5,1,0,0,1
0,7,"Heterosexual",68,4.5,2,2,5,0,1,0,0,0,6,0,3,1,0,1,0
1,9,"Heterosexual",60,9,1,3,2,5,1,0,10,10,0,5,9,1,0,0,1
1,10,"Heterosexual",62,NA,2.5,4,1,10,1,0,5,5,0,6,6,1,0,0,1
1,6,"Heterosexual",73,5,2.5,4,4,4,1,0,4,3,1,8,5,1,0,0,1
0,13,"Heterosexual",52,7,4.5,3,5,3,1,0,0,3,5,0,0,1,0,0,1
1,11,"Heterosexual",37,7.5,2.5,5,4,4,1,0,1,4,2,2,4,1,0,0,1
0,9,"Heterosexual",52,4.5,5,3,5,5,1,0,0,0,5,0,2,1,0,1,0
1,6,"Heterosexual",49,9,1.5,4,0,10,1,0,7,1,0,7,11,1,0,0,1
1,7,"Heterosexual",60,8.5,0.5,5,3,5,1,0,6,5,4,4,7,1,0,0,1
1,9,"Heterosexual",65,7.5,4,3,0,9,1,0,5,4,1,9,9,1,0,0,1
1,6,"Heterosexual",62,8,4.5,4,0,9,1,0,8,8,0,8,8,1,0,0,1
1,13,"Heterosexual",55,10,0,5,0,10,1,0,10,9,0,10,12,1,0,0,1
0,8,"Heterosexual",35,3.5,2,1,8,0,1,0,0,0,8,0,0,1,0,1,0
0,7,"Heterosexual",66,3,0,3,10,0,1,0,0,0,10,0,0,1,0,1,0
1,13,"Heterosexual",52,7.5,3.5,3,2,4,1,0,6,8,0,4,8,0,1,0,1
0,11,"Heterosexual",35,8,3.5,4,5,0,1,0,2,2,4,2,3,1,0,0,1
1,4,"Heterosexual",72,5.5,2.5,5,1,0,1,0,0,0,0,5,2,1,0,1,0
0,3,"Prefer not to say",39,6,0.5,1,5,5,1,0,0,0,8,0,4,1,0,1,0
0,12,"Heterosexual",38,2.5,2,1,5,0,1,0,0,0,3,0,0,1,0,1,0
0,5,"Heterosexual",27,4.5,5,3,1,7,1,0,3,2,3,3,7,1,0,0,1
0,12,"Heterosexual",73,6,4.5,2,5,7,1,0,1,2,2,8,5,1,0,1,0
1,8,"Heterosexual",59,6.5,2,4,8,9,1,0,0,8,1,7,1,1,0,0,1
1,3,"Heterosexual",67,7,5.5,5,5,0,1,0,6,6,0,7,8,1,0,0,1
0,3,"Heterosexual",61,10,3,3,2,3,1,0,0,5,0,7,7,1,0,1,0
0,11,"Heterosexual",70,7,0.5,2,4,1,1,0,1,1,2,1,8,1,0,0,1
0,9,"Heterosexual",40,2.5,3,2,5,0,1,0,0,0,2,2,1,1,0,1,0
0,12,"Heterosexual",46,8.5,3.5,4,6,5,1,0,4,5,7,6,3,0,1,0,1
0,12,"Heterosexual",31,4,3,2,5,0,1,0,0,0,0,0,0,1,0,1,0
1,8,"Heterosexual",67,8.5,0.5,4,1,9,1,0,6,10,8,2,10,1,0,0,1
0,12,"Heterosexual",39,1.5,3,1,6,0,1,1,0,0,2,0,1,1,0,1,0
0,11,"Homosexual",52,2,2.5,1,5,0,1,0,1,0,3,1,2,1,0,1,0
0,5,"Heterosexual",30,9,3.5,4,3,3,1,0,3,5,2,6,6,1,0,1,0
1,2,"Heterosexual",54,5.5,2.5,2,3,5,1,0,5,5,2,5,5,1,0,1,0
1,5,"Heterosexual",71,7,1,5,3,9,1,0,9,3,9,0,6,1,0,0,1
1,5,"Heterosexual",70,8.5,4,3,0,8,1,0,10,8,0,10,8,1,0,0,1
1,6,"Heterosexual",67,5.5,3.5,4,0,10,1,0,10,8,0,6,6,1,0,0,1
1,2,"Heterosexual",71,9.5,1,5,0,10,1,0,4,4,NA,6,12,1,0,1,0
0,9,"Heterosexual",74,7.5,4.5,1,8,0,1,0,3,5,3,9,0,1,0,1,0
1,7,"Heterosexual",66,8,1.5,1,3,0,1,0,5,6,7,5,4,1,0,0,1
1,2,"Heterosexual",69,9,1.5,2,1,7,1,0,7,6,1,6,4,1,0,0,1
1,8,"Heterosexual",63,6.5,3,3,3,6,1,0,1,8,2,8,6,0,1,0,1
1,6,"Heterosexual",72,8.5,1,4,0,4,1,0,10,5,0,5,9,1,0,0,1
1,9,"Heterosexual",65,8.5,3.5,4,4,10,1,0,4,7,3,8,6,1,0,0,1
0,6,"Heterosexual",78,7,3.5,4,5,5,1,0,5,5,0,5,3,1,0,0,1
1,3,"Heterosexual",71,7,2.5,2,1,7,1,0,8,8,0,8,9,1,0,0,1
0,11,"Heterosexual",25,5,3,1,5,0,1,1,0,0,6,0,0,1,0,1,0
0,11,"Heterosexual",53,7.5,3,2,6,5,1,0,0,1,7,5,0,0,1,0,1
0,11,"Heterosexual",25,7,3,3,5,6,1,0,7,3,6,2,5,0,1,1,0
1,3,"Heterosexual",75,10,2,2,3,10,1,0,2,4,0,7,4,1,0,0,1
0,2,"Heterosexual",58,3.5,0,1,7,0,1,0,0,0,6,1,0,1,0,1,0
1,7,"Heterosexual",68,9,5,3,0,10,1,0,10,6,0,10,12,1,0,0,1
1,11,"Heterosexual",75,10,1,5,2,5,1,0,8,0,0,8,8,1,0,1,0
0,11,"Heterosexual",51,8,4.5,3,3,9,1,0,7,5,0,6,9,1,0,1,0
0,5,"Heterosexual",33,5.5,2,3,5,0,1,0,NA,5,5,0,2,1,0,1,0
1,7,"Homosexual",45,6,1.5,4,6,0,1,0,0,NA,8,0,0,1,0,1,0
1,5,"Heterosexual",73,4,0.5,4,0,10,1,0,6,1,6,0,9,1,0,1,0
0,11,"Heterosexual",41,10,5,1,5,6,1,0,0,7,1,8,0,1,0,1,0
1,11,"Heterosexual",47,9.5,2,5,0,5,1,0,9,9,0,8,5,1,0,1,0
0,6,"Heterosexual",60,6.5,2,2,8,1,1,0,0,0,3,4,2,1,0,1,0
1,8,"Heterosexual",56,6,4,3,4,8,1,0,6,7,2,7,6,0,1,0,1
1,6,"Heterosexual",72,9,1,5,0,6,1,0,6,6,0,5,8,1,0,0,1
0,3,"Heterosexual",56,7,0,3,4,0,1,0,0,1,2,0,0,1,0,1,0
0,9,"Heterosexual",30,4.5,2.5,2,5,5,1,0,0,0,5,5,0,1,0,1,0
0,NA,"Heterosexual",68,7,4,1,6,0,1,0,0,0,1,2,3,1,0,1,0
0,11,"Homosexual",33,3.5,5.5,3,7,0,1,0,2,2,7,3,0,1,0,1,0
0,2,"Bisexual",21,8,4,1,5,2,1,NA,6,2,3,6,4,0,1,1,0
0,4,"Heterosexual",21,5.5,2.5,3,7,0,1,0,NA,2,5,0,3,0,1,1,0
1,4,"Heterosexual",73,6.5,0,5,0,10,1,0,10,10,0,0,9,1,0,0,1
0,12,"Heterosexual",46,9,6.5,2,2,5,1,0,1,5,3,7,9,1,0,0,1
0,5,"Heterosexual",71,10,0,3,5,1,1,0,7,0,8,8,4,1,0,0,1
1,4,"Heterosexual",72,8.5,5.5,5,4,6,1,0,10,8,0,2,9,1,0,0,1
1,6,"Heterosexual",58,8,3,3,5,5,1,0,7,4,4,7,3,1,0,1,0
0,5,"Heterosexual",70,4.5,3.5,2,5,5,1,0,0,2,0,6,4,1,0,0,1
1,11,"Heterosexual",40,6.5,6.5,2,0,7,1,0,2,NA,0,6,8,1,0,1,0
0,6,"Heterosexual",57,3.5,3,1,7,0,1,0,1,0,9,1,1,1,0,0,1
0,6,"Heterosexual",61,7.5,2.5,5,2,1,1,0,1,1,2,1,NA,1,0,0,1
1,2,"Heterosexual",39,10,0,5,10,0,1,0,0,0,10,0,0,1,0,1,0
1,12,"Heterosexual",64,5.5,3.5,2,7,5,1,0,5,4,0,4,2,1,0,0,1
0,6,"Heterosexual",60,5.5,1,3,6,2,0,1,0,0,8,5,2,0,1,0,1
1,6,"Heterosexual",73,7,4,3,0,10,1,0,8,8,0,0,9,1,0,0,1
0,4,"Heterosexual",58,2,5.5,1,6,1,1,0,0,2,2,5,2,1,0,1,0
1,5,"Heterosexual",47,NA,3,3,0,3,1,0,8,8,3,8,6,1,0,0,1
1,8,"Heterosexual",27,9.5,5,4,0,10,1,0,10,7,0,6,10,1,0,1,0
0,13,"Heterosexual",59,9.5,5.5,3,2,4,1,0,2,4,1,7,4,1,0,0,1
0,7,"Heterosexual",40,3.5,2,1,6,0,1,1,0,3,7,0,1,1,0,1,0
1,NA,"Heterosexual",59,8,3.5,3,6,8,1,0,6,1,2,8,5,1,0,0,1
1,8,"Heterosexual",63,8.5,4.5,4,5,10,1,0,10,10,0,0,4,1,0,0,1
0,2,"Heterosexual",23,3.5,5,1,4,2,1,0,2,4,0,3,4,1,0,0,1
1,11,"Heterosexual",55,4,3.5,3,5,1,1,0,2,2,0,3,5,1,0,1,0
0,13,"Heterosexual",53,7,2,5,3,0,1,0,0,5,10,0,2,1,0,0,1
0,10,"Prefer not to say",42,3.5,3.5,2,5,2,1,0,0,3,7,5,2,1,0,1,0
0,5,"Heterosexual",57,5,3.5,2,4,4,1,0,2,4,2,5,6,1,0,0,1
1,7,"Heterosexual",27,6.5,4,3,4,6,1,0,5,6,0,3,7,1,0,1,0
0,11,"Heterosexual",28,5,1.5,1,5,0,1,0,0,0,4,6,1,0,1,0,1
1,5,"Heterosexual",62,9.5,2,4,2,9,1,0,7,5,0,7,6,1,0,0,1
1,8,"Heterosexual",72,6.5,2.5,4,3,5,1,0,10,6,0,6,6,1,0,0,1
1,4,"Heterosexual",71,7,5,5,6,5,1,0,7,5,0,6,4,1,0,0,1
0,3,"Heterosexual",54,4.5,0,1,5,0,1,1,0,0,5,0,0,1,0,1,0
0,4,"Heterosexual",56,5,5.5,3,6,2,1,0,0,0,1,4,4,1,0,1,0
1,3,"Heterosexual",NA,5,3,5,5,0,1,0,2,4,0,0,2,1,0,1,0
1,3,"Heterosexual",70,3,0.5,5,5,10,1,0,0,0,0,0,0,0,1,1,0
NA,13,"Heterosexual",54,8.5,7.5,5,6,0,1,0,0,4,0,6,3,1,0,1,0
0,4,"Heterosexual",42,7.5,2.5,3,8,5,1,0,0,0,0,0,3,1,0,1,0
0,8,"Heterosexual",48,5,1.5,3,5,6,1,0,2,3,7,5,4,1,0,1,0
0,1,"Heterosexual",64,7.5,0.5,2,5,5,1,0,0,0,5,5,2,1,0,0,1
1,3,"Prefer not to say",70,9,4,5,2,7,1,0,2,6,0,8,3,1,0,0,1
1,5,"Heterosexual",55,8,4.5,2,1,9,1,0,2,3,1,7,11,1,0,0,1
1,12,"Heterosexual",70,10,4.5,4,0,2,1,0,3,4,0,1,6,1,0,1,0
1,6,"Heterosexual",70,7,7.5,2,3,2,1,0,6,6,2,5,8,1,0,1,0
1,3,"Heterosexual",72,7.5,2.5,3,3,5,1,0,5,5,0,4,6,1,0,0,1
0,13,"Heterosexual",29,3.5,4.5,2,4,2,1,1,2,3,6,5,2,1,0,1,0
0,12,"Heterosexual",52,7,4,4,3,2,1,0,4,2,2,7,4,1,0,0,1
0,3,"Heterosexual",69,5.5,2.5,2,5,3,1,0,0,0,0,10,6,1,0,0,1
1,8,"Heterosexual",74,8,1,3,0,5,1,0,7,5,0,7,6,1,0,1,0
0,5,"Heterosexual",55,5,1,2,5,1,1,0,0,0,7,5,2,1,0,1,0
0,4,"Heterosexual",65,6,3,4,6,1,1,0,2,5,4,2,2,1,0,0,1
0,8,"Heterosexual",68,4.5,1,2,8,0,1,0,0,0,5,0,0,1,0,0,1
0,8,"Heterosexual",35,3,2,2,5,1,1,0,0,0,4,0,2,1,0,1,0
0,3,"Heterosexual",35,2.5,2,3,7,0,1,0,0,5,6,0,2,1,0,1,0
1,2,"Heterosexual",68,10,4.5,4,0,8,1,0,8,7,0,0,10,1,0,0,1
1,5,"Heterosexual",61,9,3.5,4,8,6,1,0,0,0,5,2,2,1,0,1,0
1,3,"Heterosexual",74,5.5,3.5,3,1,9,1,0,9,9,0,3,10,1,0,0,1
1,13,"Heterosexual",61,9.5,2.5,2,2,8,1,0,5,7,0,8,4,0,1,0,1
0,8,"Heterosexual",28,6,0,5,10,0,1,0,0,0,7,0,0,1,0,1,0
1,2,"Heterosexual",73,6,5,3,5,5,1,0,2,4,0,10,4,1,0,0,1
0,6,"Heterosexual",36,7.5,1.5,4,10,2,1,0,2,1,3,7,2,1,0,1,0
1,5,"Heterosexual",82,7.5,2,4,4,8,1,0,4,NA,0,3,4,1,0,1,0
0,13,"Heterosexual",36,6,3.5,3,4,2,1,0,3,0,5,5,2,0,1,0,1
0,13,"Heterosexual",53,3.5,2,2,8,4,1,0,0,0,0,1,0,1,0,1,0
0,13,"Heterosexual",63,3,1,1,8,NA,1,0,0,0,8,0,0,0,1,1,0
1,5,"Heterosexual",66,9.5,0,3,0,10,1,0,2,5,7,0,4,1,0,0,1
0,6,"Heterosexual",48,4.5,2.5,2,3,3,1,0,8,3,4,2,4,1,0,1,0
0,9,"Heterosexual",49,7,1.5,2,5,0,1,0,0,0,0,5,4,1,0,1,0
0,1,"Heterosexual",39,5,2,1,3,0,1,0,1,1,3,5,3,0,1,1,0
1,13,"Heterosexual",34,6,5,1,5,7,1,0,0,6,0,6,4,1,0,0,1
1,7,"Heterosexual",NA,10,6,2,3,10,1,0,8,7,0,8,4,1,0,0,1
1,10,"Heterosexual",51,7.5,4,4,0,10,1,0,7,1,0,5,6,1,0,1,0
1,7,"Heterosexual",77,7,2.5,4,3,10,1,0,10,10,0,7,3,1,0,1,0
1,2,"Heterosexual",48,9,2,4,1,10,1,0,3,0,0,3,9,1,0,1,0
1,1,"Heterosexual",59,7.5,3.5,4,0,5,1,0,0,0,0,0,11,1,0,1,0
0,13,"Heterosexual",71,0.5,1.5,1,7,0,1,0,0,0,7,0,0,1,0,1,0
1,7,"Heterosexual",62,7,3,3,5,2,1,0,5,5,0,5,5,1,0,1,0
1,3,"Heterosexual",65,6.5,2.5,4,0,10,1,0,10,10,0,0,12,1,0,0,NA
NA,8,"Heterosexual",60,9,0.5,5,0,10,1,0,8,8,0,0,11,1,0,0,1
0,8,"Heterosexual",71,8,6.5,4,5,1,1,0,1,3,1,8,3,1,0,0,1
0,12,"Heterosexual",28,4,4,2,5,1,1,0,0,2,6,4,2,1,0,0,1
0,7,"Heterosexual",28,6,6,3,4,3,1,1,1,3,2,4,4,1,0,1,0
0,6,"Heterosexual",27,4,2.5,3,5,3,1,0,0,2,7,5,3,0,1,1,0
0,13,"Heterosexual",48,9,3.5,3,0,8,1,0,5,5,0,5,5,1,0,0,1
1,5,"Heterosexual",60,7.5,7.5,2,5,5,1,0,5,5,5,5,0,1,0,0,1
1,3,"Heterosexual",75,7.5,0.5,3,5,5,1,0,9,9,2,8,1,1,0,0,1
1,8,"Heterosexual",65,6.5,4.5,3,4,8,1,0,6,8,3,4,2,1,0,1,0
1,10,"Heterosexual",58,8,2.5,4,1,8,1,0,7,9,7,1,9,1,0,0,1
0,4,"Homosexual",55,7.5,0.5,1,6,2,1,1,0,0,8,0,5,1,0,1,0
1,4,"Heterosexual",67,9,4,4,4,6,1,0,0,0,0,5,0,1,0,0,1
